count	msgid	msgstr	modules
1	If checked, the cutting table allocation Veston for this fabric will generate inspection records.	Nếu chọn,  phiếu HTBC Veston khi xác nhận sẽ sinh ra phiếu kiểm hóa cho loại vải này.	g10_master
1	If checked, this defect area applies to all styles in the company.	Nếu chọn, Khu vực lỗi này sẽ áp dụng cho tất cả Style thuộc về Đơn vị này.	g10_master
1	Import Date	Ngày nhập	g10_one_off_production
1	Import Details	Chi tiết nhập	g10_one_off_production
1	Import Fabric Inventory	Nhập kho hàng tồn	g10_stock
1	Import Fabric Roll	Nhập cuộn vải	g10_stock
1	Import One-off Production Template	Nhập mẫu sản xuất đơn chiếc	g10_one_off_production
1	Import Package	Nhập cuộn vải	g10_stock
1	Import Template	Nhập mẫu	g10_one_off_production
1	Import quantity	Số lượng nhập	g10_veston_production
1	Import quantity must be greater than 0!	Số lượng nhập phải lớn hơn 0!	g10_veston_production
1	Imported By	Người xác nhận	g10_hybrid_production
1	Imported Qty	Lũy kế nhập	g10_veston_production
1	Imported Quantity	Số lượng nhập	g10_veston_production
1	Imported Return	Đã nhập trả	g10_shirt_production
1	Imported quantity must be greater than 0!	Số lượng nhập phải lớn hơn 0!	g10_veston_production
1	In Stock	Đã nhập kho	g10_one_off_production
1	In Use	Sử dụng	g10_master
1	In-Out Goods Record	Sổ theo dõi giao nhận hàng	g10_report
1	Included Inspection	Kiểm hóa	g10_master
1	Incoming	Nhận hàng	g10_stock
1	"Inconsistent Mode for Group '%s':
- Past imports used: %s
- Current selection: %s
All imports for the same group must use the same mode."	"Chế độ nhập không nhất quán cho Nhóm '%s':
- Các lần nhập trước sử dụng: %s
- Lựa chọn hiện tại: %s
Tất cả các lần nhập cho cùng một nhóm phải sử dụng cùng chế độ."	g10_veston_production
1	Indicates whether every main fabric bundle of the production order has already been supplied to sewing.	Chỉ ra tất cả các Bọn vải của lệnh sản xuất đã được cấp lên May hay không	g10_veston_production
1	Indicates whether the production order has at least one confirmed cutting production quality.	Chỉ ra lệnh SX này có ít nhất một phiếu kiểm KCS Cắt được xác nhận hay không.	g10_shirt_production
1	Indicates whether the production order has at least one confirmed cutting table allocation veston.	Xác định lệnh SX có ít nhất một phiếu HTBC Veston ở trạng thái xác nhận.	g10_veston_production
1	Indicates whether the production order has at least one confirmed cutting table allocation.	Để xác định lệnh SX này có ít nhất một phiếu Hạch toán bàn cắt ở trạng thái Xác nhận.	g10_shirt_production
1	Indicates whether the production order has at least one imported sewing supply veston.	Xác định lệnh SX có ít nhất một phiếu cấp May ở trạng thái đã nhập.	g10_veston_production
1	Indicates whether this cluster will be selectable in sewing supply veston.	Chỉ định Cụm SX có được chọn trong phiếu cấp May Veston hay không.	g10_master
1	Info!	Thông báo	g10_stock
1	Initial Quantity (Y)	Số lượng ban đầu (Y)	g10_stock
1	Initial Quantity (m)	Số lượng ban đầu (m)	g10_stock
1	Inside Image Sample	Ảnh mẫu - Mặt trong	g10_master
1	Inspection Approved	Kiểm hóa đã được xác nhận	g10_mattermost_integration
1	Inspection Detail	Chi tiết kiểm	g10_one_off_production
1	Inspection Details	Chi tiết kiểm hóa	g10_production
1	Inspection Rejected	Kiểm hóa bị từ chối	g10_mattermost_integration
1	Inspection Return Done	Đã kiểm hóa trả	g10_shirt_production
1	Inspection Type Mixin	Ngày kiểm	g10_production
1	Inspection Types	Ngày kiểm	g10_production
1	Inspection Waiting Approve	Kiểm hóa chờ xác nhận	g10_mattermost_integration
1	Inspection detail component category is not allowed for the inspection cluster.	Nhóm thành phần của chi tiết kiểm không được phép cho cụm kiểm này.	g10_one_off_production
1	Inspection detail must belong to the same inspection as the inspection line.	Chi tiết kiểm phải thuộc cùng phiếu kiểm với dòng kiểm.	g10_one_off_production
1	Inspection detail production must match inspection production.	Lệnh sản xuất của chi tiết kiểm phải khớp với lệnh sản xuất của phiếu kiểm.	g10_one_off_production
1	Inspection records must be in Draft or In Progress state to be marked as Done!	Phiếu kiểm hóa phải ở trạng thái Nháp hoặc Đang thực hiện mới có thể chuyển sang trạng thái Hoàn thành!	g10_veston_production
1	Internal Notes	Ghi chú nội bộ	g10_master
1	Internal notes...	Ghi chú nội bộ...	g10_master
1	Internal usage production picking cannot be validated!	Lỗi!. Không thể xác nhận phiếu điều chuyển sản xuất. Có dòng điều chuyển chưa được quét.	g10_stock
1	Invalid cell format at row %(row)s, column %(col)s: %(cell_value)s, with format: %(cell_format)s, as (%(format_type)s) formats are not supported.	Định dạng ô không hợp lệ tại dòng %(row)s, cột %(col)s: %(cell_value)s, với định dạng %(cell_format)s, vì định dạng (%(format_type)s) không được hỗ trợ.	g10_one_off_production
1	Invalid cell value at row %(row)s, column %(col)s: %(cell_value)s	Giá trị ô không hợp lệ tại dòng %(row)s, cột %(col)s: %(cell_value)s	g10_one_off_production
1	Invalid date format. Please use the format %s.	Sai định dạng ngày. Vui lòng sử dụng định dạng %s.	g10_report
1	Invalid file format. Please upload a valid Excel file (xls or xlsx).	Định dạng tệp không hợp lệ. Vui lòng tải lên tệp Excel hợp lệ (xls hoặc xlsx).	g10_one_off_production
1	Invalid inspection detail.	Chi tiết kiểm không hợp lệ.	g10_one_off_production
1	Invalid inspection line.	Dòng kiểm không hợp lệ.	g10_one_off_production
1	Inventory	Hàng tồn	g10_stock
1	Inventory Locations	Vị trí kiểm kho	g10_stock
1	Inventory location not found for product %s	Không tìm thấy vị trí kho hàng cho sản phẩm %s	g10_stock
1	Invoice	Số Invoice	g10_stock
1	Invoice Name	Số hóa đơn	g10_veston_production
1	Invoice Number	Số Invoice	g10_stock
1	Invoices	Số Invoice	g10_stock
1	Invoices Number	Số Invoice	g10_stock
1	Ironing Productivity Record	Sổ theo dõi năng suất tổ Là	g10_report
1	Ironing Quality	Chất lượng là	g10_veston_production
1	Is Combine	Phiếu gộp	g10_stock
1	Is Default Picking Internal	Là điều chuyển mặc định	g10_stock
1	Is End Buyer	Là EndBuyer	g10_master
1	Is Fully Supplied To Sewing Veston	Đã cấp hết lên May Veston	g10_veston_production
1	Is Internal Usage Production	Điều chuyển tồn sau sản xuất	g10_stock
1	Is Label Printed	Đã in	g10_stock
1	Is Last Cluster	Là cụm cuối	g10_master
1	Is Last Shift	Là Ca cuối cùng	g10_master
1	Is Out In Internal	Điều chuyển nội bộ	g10_stock
1	Is Outgoing Material Destroy	Là phiếu xuất hủy NPL	g10_stock
1	Is Outgoing Service Conversion	Xuất chuyển mục đích	g10_stock
1	Is Outgoing Usage Production	Xuất kho sản xuất	g10_stock
1	Is Production Floor	Kho mặt sàn sản xuất	g10_stock
1	Is Return Production	Đã chuyển về kho	g10_stock
1	Is Scanned	Đã quét	g10_stock
1	Is Vendor	Là NCC	g10_master
1	Is supply returned	Cấp hàng đã sửa trả Là	g10_shirt_production
1	KCS Là	KCS Là	g10_shirt_production
1	KCS May	KCS May	g10_shirt_production
1	Kids	Trẻ em	g10_master
1	Kiểm Final	Phiếu kiểm Final	g10_production
1	Kiểm hóa Cắt	Kiểm hóa công đoạn	g10_shirt_production
1	Kiểm hóa Cắt hybrid	Kiểm hóa công đoạn	g10_hybrid_production
1	Kiểm hóa Là Veston	Kiểm hóa Là Veston	g10_mattermost_integration
1	Kiểm hóa May Veston	Kiểm hóa May Veston	g10_mattermost_integration
1	Kiểm hóa trả Cắt	Kiểm hóa trả Cắt	g10_shirt_production
1	Kiểm trả May	Kiểm trả May	g10_shirt_production
1	Label Printed	Đã in tem	g10_stock
1	Labor Registration	Phiếu khai báo lao động	g10_shirt_production
1	Last Modified on	S???a l???n cu???i v??o	report_py3o
1	Latest Start Number	Số bắt đầu gần nhất	g10_veston_production
1	Line %s not found!	Không tìm thấy dòng %s!	g10_veston_production
1	Line <b>%s</b> updated:<ul>%s</ul>	Dòng <b>%s</b> đã cập nhật:<ul>%s</ul>	g10_veston_production
1	Line Count	Số dòng chi tiết	g10_veston_production
1	Line Group	Nhóm chi tiết	g10_veston_production
1	Line Production Orders	Lệnh sản xuất	g10_shirt_production
1	Line Qty	Số lượng dòng	g10_one_off_production
1	Line Quantity	Số lượng dòng	g10_one_off_production
1	Line deleted: <b>%s</b>	Đã xóa dòng: <b>%s</b>	g10_veston_production
1	Line department must be unique per Company!	Tổ/Chuyền phải là duy nhất trong mỗi đơn vị!	g10_master
1	Line does not belong to this record!	Dòng không thuộc phiếu này!	g10_veston_production
1	Lining	Vải lót	g10_one_off_production
1	Lining Fabric Code	Mã vải lót	g10_one_off_production
1	Lining Length	Định mức vải lót	g10_one_off_production
1	Load Details	Tải chi tiết	g10_one_off_production
1	Load Material Rolls for Destroy	Tải cuộn vải xuất hủy	g10_stock
1	Location Inventory	Vị trí hàng tồn	g10_stock
1	Location QR Code	In mã QR	g10_stock
1	Lot	Số lot	g10_stock
1	Lot Number	Số Lot	g10_stock
1	MITI synced records must have Id Miti.	Các bản ghi đồng bộ từ Miti phải có dữ liệu ID Miti.	g10_miti_synchronization
1	MRP Cancel Wizard	Wizard hủy phiếu	g10_production
1	MRP Inspection Type	Loại hình SX	g10_production
1	MRP Production One-off	Sản xuất đơn chiếc	g10_one_off_production
1	MRP Production Type Selection Wizard	Lựa chọn loại hình SX	g10_production
1	Main Fabric Code	Mã vải chính	g10_one_off_production
1	Main Length	Định mức vải chính	g10_one_off_production
1	Main Production	Hàng nguyên liệu chính	g10_stock
1	Management Code	Mã quản lý	g10_one_off_production
1	Manual creation of fabric spreading is not allowed!	Không thể tạo mới thủ công phiếu trải vải!	g10_one_off_production
1	Manufacture Date	Ngày sản xuất	g10_production
1	Manufacturing Orders	Lệnh sản xuất	g10_stock
1	Marker Frame Code	Mã KGSĐ	g10_veston_production
1	Marker Frame Line Size	Chi tiết phối kiện theo Cỡ Vóc	g10_veston_production
1	Marker Frame Lines	Chi tiết khung giác sơ đồ	g10_veston_production
1	Marker frame name must be unique per product!	Mã KGSĐ phải là duy nhất theo sản phẩm!	g10_veston_production
1	Marker sample must be greater than zero!	Mẫu giác phải lớn hơn 0!	g10_veston_production
1	Master Data	Dữ liệu cơ sở	g10_master
1	Matched	Khớp	g10_veston_production
1	Matching Rules	Cấu hình quy tắc	g10_production
1	Material (NPL)	Mã NPL	g10_stock
1	Material Code	Mã NPL	g10_stock
1	Material Colors & Tables hybrid	Màu NPL & Bàn	g10_hybrid_production
1	Material Composition	Thành phần nguyên liệu	g10_stock
1	Material Name	Tên NPL	g10_stock
1	Material Segment	Nhóm NPL	g10_master
1	Materials	Nguyên phụ liệu	g10_stock
1	Materials Search	Tìm kiếm NPL	g10_stock
1	Mattermost Admin	Quản trị Mattermost	g10_mattermost_integration
1	Mattermost Destination	Đích nhận Mattermost	g10_mattermost_integration
1	Mattermost Destinations	Đích nhận Mattermost	g10_mattermost_integration
1	Mattermost Dispatcher	Bộ điều phối Mattermost	g10_mattermost_integration
1	Mattermost Event Rule	Quy tắc sự kiện Mattermost	g10_mattermost_integration
1	Mattermost Event Rules	Quy tắc sự kiện Mattermost	g10_mattermost_integration
1	Mattermost Formatter	Bộ định dạng Mattermost	g10_mattermost_integration
1	Mattermost Integration	Tích hợp Mattermost	g10_mattermost_integration
1	Mattermost Message Log	Nhật ký tin nhắn Mattermost	g10_mattermost_integration
1	Mattermost Message Logs	Nhật ký tin nhắn Mattermost	g10_mattermost_integration
1	Mattermost Sender	Bộ gửi Mattermost	g10_mattermost_integration
1	Men	Nam	g10_master
1	"Merged production is not allowed for fabric type ""%s"" that requires inspection."	Không được phép chọn lệnh gộp cho loại vải '%s' có yêu cầu kiểm hóa.	g10_veston_production
1	Message Body	Nội dung tin nhắn	g10_mattermost_integration
1	Message Logs	Nhật ký tin nhắn	g10_mattermost_integration
1	Message Title	Tiêu đề tin nhắn	g10_mattermost_integration
1	Meter (m)	Mét (m)	g10_stock
1	Missing Qty	Số lượng thiếu	g10_production
1	Mode	Chế độ	g10_stock
1	Model	Model	g10_mattermost_integration
1	Mrp Cutting Request Combine Wizard	Gộp phiếu trải vải	g10_shirt_production
1	NPL Color	Màu NPL	g10_shirt_production
1	NPL Issue / Exchange / Borrow Request	Đề nghị Cấp/Đổi/Vay NPL	g10_shirt_production
1	NPL Material	Mã NPL	g10_shirt_production
1	NPL Request	Phiếu NPL	g10_shirt_production
1	NPL code	Mã NPL	g10_stock
1	Name must be unique per component category!	Tên phải là duy nhất trong mỗi nhóm!	g10_master
1	Need Veston Inspection	Cần kiểm hóa Veston	g10_master
1	Need Veston Supply	Cần cấp May Veston	g10_master
1	New Import	Hàng nhập mới	g10_stock
1	New Invoice	Hóa đơn mới	g10_stock
1	New NPL	Mã NPL mới	g10_stock
1	New Partner	Khách hàng mới	g10_stock
1	New line created: <b>%s</b>	Dòng mới được tạo: <b>%s</b>	g10_veston_production
1	No	Không	g10_hybrid_production
1	No Fabric Roll in Inventory!	Không tìm thấy Cuộn vải nào tồn kho!	g10_stock
1	No Washing	Không giặt	g10_production
1	No allocation logic configured for production type %s.	Không có loại hình hạch toán phù hợp cho loại hình SX %s	g10_production
1	No cutting requests found.	Không tìm thấy phiếu trải vải nào.	g10_veston_production
1	No fabric color reflection sheet yet	Chưa có bảng phân ánh màu vải nào	g10_stock
1	No fabric rolls found at the source location matching the materials on this picking.	Không tìm thấy cuộn vải nào tại vị trí nguồn khớp với NPL của phiếu.	g10_stock
1	No moves available on this picking.	Phiếu này không có dòng hoạt động nào.	g10_stock
1	No production type matches this production.	Không có loại hình SX cho lệnh SX này.	g10_production
1	No valid fabric roll found.	Không tìm thấy cuộn vải hợp lệ nào.	g10_stock
1	No valid number records to mark as pass!	STT không hợp lệ để đánh dấu là đạt!	g10_veston_production
1	No valid one-off inspection detail records to mark as pass!	Không có bản ghi chi tiết kiểm đơn chiếc hợp lệ để đánh dấu đạt!	g10_one_off_production
1	None	Không	g10_veston_production
1	Normal Washing	Giặt thường	g10_production
1	Not Synced	Chưa đồng bộ	g10_production
1	Not pass Ratio	Tỷ lệ không đạt	g10_production
1	Number of Additional Workers	Số lượng lao động tăng cường	g10_production
1	Number of Employees	Số lượng lao động	g10_production
1	Number of Managers	Số lượng quản lý	g10_production
1	Number of products in the marker frame	Số lượng sản phẩm trong sơ đồ giác	g10_veston_production
1	Numbers	STT	g10_veston_production
1	Old NPL	Mã NPL cũ	g10_stock
1	Old Partner	Khách hàng cũ	g10_stock
1	One-off Pressing Inspection	Kiểm là đơn chiếc	g10_one_off_production
1	One-off Pressing Inspection Detail	Chi tiết kiểm là đơn chiếc	g10_one_off_production
1	One-off Pressing Inspection Details	Chi tiết kiểm là đơn chiếc	g10_one_off_production
1	One-off Pressing Inspection Line	Dòng kiểm là đơn chiếc	g10_one_off_production
1	One-off Pressing Inspection Lines	Dòng kiểm là đơn chiếc	g10_one_off_production
1	One-off Pressing Inspections	Kiểm là đơn chiếc	g10_one_off_production
1	One-off Pressing Recheck	Recheck là đơn chiếc	g10_one_off_production
1	One-off Pressing Recheck Line	Dòng recheck là đơn chiếc	g10_one_off_production
1	One-off Pressing Recheck Lines	Dòng recheck là đơn chiếc	g10_one_off_production
1	One-off Pressing Rechecks	Recheck là đơn chiếc	g10_one_off_production
1	One-off Pressing Supplies	Cấp là đơn chiếc	g10_one_off_production
1	One-off Pressing Supply	Phiếu cấp là đơn chiếc	g10_one_off_production
1	One-off Pressing Supply Count	Số phiếu cấp là đơn chiếc	g10_one_off_production
1	One-off Pressing Supply Line	Dòng cấp là đơn chiếc	g10_one_off_production
1	One-off Product	Sản phẩm đơn chiếc	g10_one_off_production
1	One-off Product Component	Thành phần sản phẩm đơn chiếc	g10_one_off_production
1	One-off Production	Lệnh đơn chiếc	g10_one_off_production
1	One-off Production Import Sheet	Sheet nhập sản xuất đơn chiếc	g10_one_off_production
1	One-off Production Import Wizard	Trình hướng dẫn nhập sản xuất đơn chiếc	g10_one_off_production
1	One-off Production Line	Chi tiết lệnh SX đơn chiếc	g10_one_off_production
1	One-off Production Line Detail	Chi tiết Chi tiết lệnh SX đơn chiếc	g10_one_off_production
1	One-off Production Order	Lệnh sản xuất đơn chiếc	g10_one_off_production
1	One-off Production Orders	Lệnh sản xuất đơn chiếc	g10_one_off_production
1	One-off Sewing Inspection	Kiểm may đơn chiếc	g10_one_off_production
1	One-off Sewing Inspection Detail	Chi tiết kiểm may đơn chiếc	g10_one_off_production
1	One-off Sewing Inspection Details	Chi tiết kiểm may đơn chiếc	g10_one_off_production
1	One-off Sewing Inspection Line	Dòng kiểm may đơn chiếc	g10_one_off_production
1	One-off Sewing Inspection Lines	Dòng kiểm may đơn chiếc	g10_one_off_production
1	One-off Sewing Inspections	Kiểm may đơn chiếc	g10_one_off_production
1	One-off Sewing Recheck	Recheck may đơn chiếc	g10_one_off_production
1	One-off Sewing Recheck Line	Dòng recheck may đơn chiếc	g10_one_off_production
1	One-off Sewing Recheck Lines	Dòng recheck may đơn chiếc	g10_one_off_production
1	One-off Sewing Rechecks	Recheck may đơn chiếc	g10_one_off_production
1	One-off Sewing Supplies	Cấp may đơn chiếc	g10_one_off_production
1	One-off Sewing Supply	Phiếu cấp may đơn chiếc	g10_one_off_production
1	One-off Sewing Supply Count	Số phiếu cấp may đơn chiếc	g10_one_off_production
1	One-off Sewing Supply Line	Dòng cấp may đơn chiếc	g10_one_off_production
1	One-off Stock Import	Nhập kho đơn chiếc	g10_one_off_production
1	One-off Stock Import Count	Số phiếu nhập kho đơn chiếc	g10_one_off_production
1	One-off Stock Import Line	Dòng nhập kho đơn chiếc	g10_one_off_production
1	One-off Stock Imports	Phiếu nhập kho đơn chiếc	g10_one_off_production
1	One-off product must be unique!	sản phẩm đơn chiếc phải là duy nhất!	g10_one_off_production
1	Only Inventory Clerk can validate internal usage production picking!	Chỉ có Thủ kho mới có thể xác nhận phiếu Điều chuyển tồn sau sản xuất!	g10_stock
1	Only draft documents can be confirmed!	Chỉ có thể xác nhận các phiếu ở trạng thái nháp!	g10_veston_production
1	Only draft returns can be exported.	Chỉ có thể Xuất các bản ghi ở trạng thái Nháp.	g10_veston_production
1	Only exported returns can be imported.	Chỉ có thể Nhập các bản ghi ở trạng thái Đã xuất.	g10_veston_production
1	Only one daily inspection may be created for each production order!	Mỗi lệnh chỉ được tạo tối đa một phiếu kiểm tra BTP cắt Veston trong một ngày!	g10_veston_production
1	Only pending inspection details can be marked as pass.	Chỉ chi tiết kiểm đang chờ mới được đánh dấu đạt.	g10_one_off_production
1	Only pending or passed inspection details can be marked as fail.	Chỉ chi tiết kiểm đang chờ hoặc đã đạt mới được đánh dấu lỗi.	g10_one_off_production
1	Only rechecks in progress can be completed.	Chỉ recheck đang thực hiện mới được hoàn thành.	g10_one_off_production
1	Only records in Draft state can be deleted.	Chỉ có thể xóa các bản ghi ở trạng thái Nháp.	g10_shirt_production
1	Only the creator of this record is allowed to mark it as done!	Chỉ người tạo phiếu Recheck mới được chuyển trạng thái sang hoàn thành!	g10_veston_production
1	Open Invoice	Xem Invoice	g10_stock
1	Open-width spreading	Trải lá xòe	g10_veston_production
1	Operation Code	Mã công đoạn	g10_one_off_production
1	Operation Code must be unique!	Mã công đoạn phải là duy nhất!	g10_one_off_production
1	Operation Codes	Mã công đoạn	g10_one_off_production
1	Operation Line	Mã công đoạn	g10_one_off_production
1	Operation Type	Loại hoạt động	g10_miti_synchronization
1	Operation codes already exist: %s	Mã công đoạn đã tồn tại: %s	g10_one_off_production
1	Operation line must be unique per supply!	Mã công đoạn phải là duy nhất trên mỗi phiếu cấp!	g10_one_off_production
1	Order Reference	Mã tham chiếu đơn hàng	g10_one_off_production
1	Origin	Xuất xứ	g10_stock
1	Origin Quantity (m)	SL ban đầu (m)	g10_stock
1	Other	Khác	g10_master
1	Outgoing	Xuất hàng	g10_stock
1	Outgoing Material Destroy	Xuất hủy NPL	g10_stock
1	Outgoing for Production	Điều chuyển sản xuất	g10_stock
1	Outside Image Sample	Ảnh mẫu - Mặt ngoài	g10_master
1	PO	Đơn hàng PO	g10_stock
1	PP Document	Biên bản họp trước sản xuất	g10_production
1	PP Document Name	Tên Biên bản họp trước sản xuất	g10_production
1	Package %s is not available for this body-change record!	Cuộn vải %s không khả dụng cho phiếu thay thân này!	g10_veston_production
1	Package Details	Chi tiết cuộn vải	g10_veston_production
1	Package Info	Mã kiện + chiều dài	g10_stock
1	Package Number	Mã kiện	g10_stock
1	Package Number/ Total Package	Mã kiện/Tổng số kiện	g10_stock
1	Package Open Date	Ngày mở kiện	g10_stock
1	Package code %s not found!	Không tìm thấy mã cuộn vải %s!	g10_veston_production
1	Package code is required!	Mã cuộn vải là bắt buộc!	g10_veston_production
1	Package information displaying as: Package Code + Quantity(Y) + Lot Number	Thông tin hiển thị dưới dạng: Mã + Số lượng(Y) + Số lot	g10_stock
1	Package lines have been updated successfully.	Cập nhật thành công.	g10_stock
1	Package not found!	Không tìm thấy cuộn vải!	g10_veston_production
1	Package to Split	Cuộn vải cần tách	g10_stock
1	Packages	Kiện hàng	g10_stock
1	Pants	Quần	g10_veston_production
1	Pants Lining 2C	Vải lót quần 2C	g10_one_off_production
1	Pants Lining 2C Code	Mã lót quần 2C	g10_one_off_production
1	Pants Lining 2C Length	Định mức lót quần 2C	g10_one_off_production
1	Pants Lining 2D	Vải lót quần 2D	g10_one_off_production
1	Pants Lining 2D Code	Mã lót quần 2D	g10_one_off_production
1	Pants Lining 2D Length	Định mức lót quần 2D	g10_one_off_production
1	Parent Package	Cuộn cha	g10_stock
1	Pass Missing Qty	Số lượng đạt còn thiếu	g10_production
1	Pass Quantity + Fixed Quantity cannot be greater than Inspection Quantity!	SL Đạt + SL sửa đạt phải nhỏ hơn hoặc bằng SL kiểm hóa!	g10_veston_production
1	Pattern	Kẻ sọc/caro	g10_one_off_production
1	Payment Method	Phương thức thanh toán	g10_master
1	Pending QA Approval	QA phê duyệt	g10_shirt_production
1	Phiếu trải vải	Phiếu trải vải	g10_shirt_production
1	Phiếu nhập kho thành phẩm	Nhập kho thành phẩm	g10_veston_production
1	Picking	Phiếu điều chuyển	g10_stock
1	Picking Incoming	Phiếu yêu cầu nhập	g10_stock
1	Picking Outgoing	Phiếu yêu cầu xuất	g10_stock
1	Picking internal: Cannot find incoming operation type for same company transfer!	"Không tìm thấy loại hoạt động ""nhập kho"" cho ""Điều chuyển nội bộ"""	g10_stock
1	Picking internal: The destination unit does not have an incoming operation type, please check again!	"Không có loại hoạt động ""nhập kho"" cho ""Điều chuyển nội bộ"" được cấu hình, vui lòng kiểm tra lại!"	g10_stock
1	Picking type extensions	Loại họat động	g10_stock
1	Picking type has no default source location configured.	Loại phiếu chưa cấu hình vị trí nguồn mặc định.	g10_stock
1	Pilot Document	Tài liệu Pilot (chế thử)	g10_production
1	Pilot Document Name	Tên tài liệu Pilot	g10_production
1	Please add NPL lines before creating a delivery order.	Hãy thêm các dòng NPL trước khi tạo phiếu giao hàng.	g10_shirt_production
1	Please add at least one frame material before click Update!	Vui lòng nhập thông tin NPL trước khi nhấn Cập nhật!	g10_veston_production
1	Please add at least one line before export.	Vui lòng thêm ít nhất một dòng trước khi xuất.	g10_one_off_production
1	Please add at least one package line before confirming!	Vui lòng thêm ít nhất một dòng cuộn vải trước khi xác nhận!	g10_veston_production
1	Please add at least one receive line before exporting.	Vui lòng thêm ít nhất một dòng chi tiết trước khi xuất phiếu.	g10_hybrid_production
1	Please choose a valid sheet to import.	Vui lòng chọn sheet hợp lệ để nhập.	g10_one_off_production
1	Please click 'Fulfill Start/End Number' button to fill valid start and end numbers before confirming!	Vui lòng nhấn 'Tính toán Số bắt đầu/Kế thúc' để điền đầy đủ thông tin cho số bắt đầu và kết thúc trước khi xác nhận!	g10_veston_production
1	Please click Update button on each frame line before Confirm allocation!	Cần nhấn Cập nhật trên từng dòng chi tiết KGSĐ trước khi nhấn Xác nhận HTBC!	g10_veston_production
1	Please click button Compute Start/End Qty before confirming!	Vui lòng nhấn nút Tính toán số bắt đầu/kết thúc trước khi nhấn xác nhận!	g10_veston_production
1	Please configure a picking type with 'Transfer Finished Goods Destroy' for this company.	Hãy cấu hình một hoạt động kho mới 'Chuyển hàng thành phẩm về hủy' cho công ty này.	g10_shirt_production
1	Please enter Reflection for all lines.	Vui lòng nhập Ánh màu cho tất cả các dòng.	g10_stock
1	Please enter spreading details before confirming!	Vui lòng nhập chi tiết trải vải trước khi xác nhận!	g10_one_off_production
1	Please fill tables and update data in lines first!	Vui lòng điền vào các bảng và cập nhật dữ liệu trong các dòng trước!	g10_veston_production
1	Please load at least one detail before export.	Vui lòng lấy ít nhất một chi tiết trước khi xuất.	g10_one_off_production
1	Please select Fabric Type and Marker Frame before confirming!	Vui lòng chọn Loại vải và KGSĐ trước khi xác nhận HTBC!	g10_veston_production
1	Please select Production Order and Component Category before loading data!	Vui lòng chọn Lệnh sản xuất và Loại thành phần trước khi lấy dữ liệu!	g10_veston_production
1	Please select a production order before updating lines.	Vui lòng chọn lệnh sản xuất trước khi cập nhật dòng.	g10_shirt_production
1	Please select at least one bundle number to load into supply lines!	Vui lòng chọn ít nhất một STT để đưa thông tin vào chi tiết cấp!	g10_veston_production
1	Please select at least one fabric roll.	Vui lòng chọn ít nhất một cuộn vải.	g10_stock
1	Please select at least one table before click Update!	Vui lòng chọn Bàn trước khi nhấn Cập nhật!	g10_veston_production
1	Please select both 'Date From' and 'Date To'.	Vui lòng chọn cả 'Từ ngày' và 'Đến ngày'.	g10_report
1	Please select fabric rolls for all lines.	Vui lòng chọn cuộn vải cho tất cả các dòng.	g10_stock
1	Please upload an Excel template file.	Vui lòng tải lên tệp mẫu Excel.	g10_one_off_production
1	Plies Qty	Số lá	g10_shirt_production
1	Popup Request Detail	Chi tiết phiếu yêu cầu	g10_stock
1	Popup Stock Request	Popup phiếu yêu cầu	g10_stock
1	Popup gộp phiếu trải vải	Popup gộp phiếu trải vải	g10_shirt_production
1	Post-Production Transfers	Điều chuyển tồn sau sản xuất	g10_stock
1	Pre-order	Đơn hàng	g10_stock
1	Preceding Cluster	Cụm SX trước	g10_master
1	Pressing Inspected	Đã kiểm là	g10_one_off_production
1	Pressing Inspection	Kiểm hóa Là	g10_shirt_production
1	Pressing Inspection Line	Chi tiết kiểm hóa Là	g10_shirt_production
1	Pressing Inspection Lines by Color	Dòng kiểm Là theo Màu	g10_veston_production
1	Pressing Inspection Num	Số kiểm hóa Là	g10_shirt_production
1	Pressing Inspection One Off Num	Số kiểm là đơn chiếc	g10_one_off_production
1	Pressing Inspection Returns	Kiểm hóa Là (hàng trả)	g10_veston_production
1	Pressing Inspection Veston	Kiểm Là Veston	g10_veston_production
1	Pressing Inspection Veston Detail	Chi tiết kiểm Là Veston	g10_veston_production
1	Pressing Inspection Veston Details	Chi tiết kiểm Là Veston	g10_veston_production
1	Pressing Inspection Veston Line	Chi tiết kiểm Là Veston	g10_veston_production
1	Pressing Inspection Veston Line by Color	Chi tiết kiểm Là Veston theo Màu	g10_veston_production
1	Pressing Inspection Veston Num	Số phiếu kiểm hóa Là Veston	g10_veston_production
1	Pressing Inspection Vestons	Kiểm Là Veston	g10_veston_production
1	Pressing Inspections Hybrid	Phiếu kiểm hóa Là	g10_hybrid_production
1	Pressing Inspections Veston	Kiểm Là Veston	g10_veston_production
1	Pressing Line	Chuyền là	g10_one_off_production
1	Pressing Production Final Detail	Chi tiết nhập hoàn thiện Là	g10_production
1	Pressing Production Final Veston	Nhập hoàn thiện Là	g10_veston_production
1	Pressing Production Final Veston Lines	Dòng hoàn thiện sản xuất Là Veston	g10_veston_production
1	Pressing Production Inspections	Kiểm hóa Là	g10_shirt_production
1	Pressing Production Quality	KCS Là	g10_shirt_production
1	Pressing Production Quality Line	Chi tiết KCS Là	g10_shirt_production
1	Pressing Quality	Chất lượng ép	g10_veston_production
1	Pressing Quality Pass Qty	SL KCS đạt Là	g10_shirt_production
